query,url,repo_name,description,topics,created_at,updated_at,size,stars,watchers,language,forks,open_issues
energy measure is:public archived:false,https://github.com/priyanshu643/energy-meter,priyanshu643/energy-meter,⚡ **Energy Meter Project**   This Arduino-based energy meter measures **DC voltage** and **current** using the **ACS712 current sensor** and a **voltage sensor** (or voltage divider). The data is processed through Arduino's **ADC** and displayed on an **I2C 16x2 LCD**. Pushbuttons allow users to switch between voltage and current measurement modes,,2025-04-04T09:33:05Z,2025-04-26T18:47:47Z,6,1,1,C++,0,0
energy measure is:public archived:false,https://github.com/abhishekvermacu20/Energy-Consumptions-Dashboard,abhishekvermacu20/Energy-Consumptions-Dashboard," Energy Consumption Dashboard in Microsoft Power BI: The project covers step-by-step instructions for data transformation in Power Query, establishing relationships between fact and dimension tables, implementing DAX measures, and creating impactful visualizations. Additionally, it incorporates a Navigation Bar with bookmarks and a Page Navigator b",,2023-11-13T17:27:01Z,2024-07-03T05:22:17Z,13989,1,1,,0,0
energy measure is:public archived:false,https://github.com/demeringo/scaphandre-node-ci,demeringo/scaphandre-node-ci,⚡ A docker image of Scaphandre and NodeJS to measure app energy usage in CI.,,2022-02-07T16:02:53Z,2022-03-28T09:47:57Z,943,1,1,Dockerfile,0,0
energy measure is:public archived:false,https://github.com/LorienLV/rapl_stopwatch,LorienLV/rapl_stopwatch,Abstraction library to easily measure energy consumption using Intel Running Average Power Limit (RAPL) sysfs files.,,2022-04-19T16:17:11Z,2023-11-02T20:18:00Z,47,1,1,C,0,0
energy measure is:public archived:false,https://github.com/UTD-WindFluX/Spectral-Correction-of-LiDAR-Fixed-Measurements,UTD-WindFluX/Spectral-Correction-of-LiDAR-Fixed-Measurements,"Matlab code for spectral correction of fixed lidar scans for spatial averaging. Reference publications: Spectral Correction of Turbulent Energy Damping on Wind LiDAR Measurements due to Spatial Averaging  Matteo Puccioni, Giacomo Valerio Iungo. Amospheric Measurement Techniques Discussions, 2020. https://doi.org/10.5194/amt-2020-27 ",,2020-11-27T12:54:28Z,2025-03-17T08:59:22Z,75,1,1,,0,0
energy measure is:public archived:false,https://github.com/tycmj-seu/Measured-power-data-in-Qiling-line,tycmj-seu/Measured-power-data-in-Qiling-line,"The data derived from EMS record the power transmitted in Qiling Line which connects Daijiapu microgrid and the main grid. According to the data, the curves of Fig.2 could be drawn and the algorithms described in the paper” Research on Configuration Strategy for Regional Energy Storage System Based on Three Typical Filtering Methods” could also be verified.",,2016-03-10T20:59:15Z,2023-12-21T06:46:18Z,85,1,1,,0,0
energy measure is:public archived:false,https://github.com/BrandonToushan/SuperCOOP,BrandonToushan/SuperCOOP,Capstone lab project measuring the superconducting gap energy of Nb-Ta foil via Au point-contact spectroscopy ,,2019-07-09T16:57:23Z,2020-07-17T18:00:10Z,850,1,1,Python,0,0
energy measure is:public archived:false,https://github.com/wooni005/JeeNode-CEZ-pulse-count,wooni005/JeeNode-CEZ-pulse-count,JeeNode to get the electrical energy usage with measuring light pulses from the meter using a photosensitive photodiode,"energy-monitor,jeenode",2021-01-24T08:36:43Z,2022-01-15T08:52:27Z,14,1,1,C++,0,0
energy measure is:public archived:false,https://github.com/Tejesh219/Analysis-of-Energy-Consumption-of-Encryption-Algorithms,Tejesh219/Analysis-of-Energy-Consumption-of-Encryption-Algorithms,"This project aims to analyze the energy efficiency of three different encryption algorithms: Advanced Encryption Standard, Data Encryption Standard and Triple Data Encryption Standard. A Raspberry Pi will be used to run the codes and measure the energy consumption. The results will be plotted as a graph. ",,2023-12-08T16:11:22Z,2025-03-09T03:47:59Z,8,1,1,Jupyter Notebook,0,0
energy measure is:public archived:false,https://github.com/amith152003/Power-Track--Energy-Monitoring-with-IoT-Metering,amith152003/Power-Track--Energy-Monitoring-with-IoT-Metering,"PowerTrack is an advanced energy monitoring system designed to track electricity usage in real-time. Powered by an ATmega328P microcontroller and an ESP32 module, it measures voltage, current, power, and energy consumption, enabling users to analyze their energy usage and optimize efficiency.","arduino,atmega328p,embeddedsystems,energyefficiency,energymanagement,energymonitoring,esp32,firebase,googlesheets,iot,iotprojects,realtimemonitoring,smartenergymeter,smarthome,techprojects",2024-12-18T17:03:08Z,2024-12-23T22:31:00Z,11655,1,1,C++,0,0
energy measure is:public archived:false,https://github.com/saturogojo12/Net-Zero-CO2-Emissions-by-2050-Energy-Demand-Supply-and-Emission-Analysis,saturogojo12/Net-Zero-CO2-Emissions-by-2050-Energy-Demand-Supply-and-Emission-Analysis,"Analysis of Japan's path to net zero CO2 emissions by 2050. Examines energy demand, supply, and emission scenarios, focusing on decarbonization strategies, energy efficiency, and policy measures. Insights into CO2 emissions reduction, renewable energy adoption, and future projections.",,2024-08-18T17:25:08Z,2025-03-06T18:56:04Z,1439,1,1,,0,0
energy measure is:public archived:false,https://github.com/Rohit200792/Image_Texture_Laws,Rohit200792/Image_Texture_Laws,A Matlab based image classification tool that identifies regions of similar textures in an image using Laws' Texture Energy Measures,,2018-12-21T08:26:13Z,2022-09-26T09:42:03Z,52,1,1,MATLAB,0,0
energy measure is:public archived:false,https://github.com/fatahjamro/VQ-Eigensolver,fatahjamro/VQ-Eigensolver,VQE Algorithm - Variational Quantum Eigensolver algorithm is used to optimise and measure the ground state energy under the specified Hamiltonian and lattice.,,2023-01-26T00:48:37Z,2023-05-05T13:39:26Z,69171,1,1,Jupyter Notebook,0,0
energy measure is:public archived:false,https://github.com/PavanTatikonda14/ENERGY-STAR-SCORE-Prediction_NYC,PavanTatikonda14/ENERGY-STAR-SCORE-Prediction_NYC,"The NYC Benchmarking Law requires owners of large buildings to annually measure their energy and water consumption in a process called benchmarking. The law standardizes this process by requiring building owners to enter their annual energy and water use in the U.S. Environmental Protection Agency's (EPA) online tool, Energy Star Portfolio Manager and use the tool to submit data. This data informs building owners about a building's energy and water consumption compared to similar buildings, and tracks progress year over year to help in energy efficiency planning  An energy efficiency score is the Energy Star Rating that a building earns using the United States Environmental Protection Agency online benchmarking tool, Energy Star Portfolio Manager, to compare building energy performance to similar buildings in similar climates",,2020-06-28T10:14:33Z,2020-08-13T14:29:18Z,322,1,1,Jupyter Notebook,1,0
energy measure is:public archived:false,https://github.com/lscaldas/auger-overlap-avoider,lscaldas/auger-overlap-avoider,"Software to determine the kinetic energies that you can use to measure your XPS data, without the risk of overlapping with Auger peaks.",,2023-04-11T15:17:55Z,2024-12-15T18:53:44Z,1216,1,1,Python,0,0
energy measure is:public archived:false,https://github.com/soxfmr/RealTemp,soxfmr/RealTemp,An Android Client For Temperature Measure which is Based On Bluetooth Low Energy. 基于 Android BLE 的温度测试软件,,2016-04-08T21:15:55Z,2019-05-12T09:07:59Z,249,1,1,Java,0,0
energy measure is:public archived:false,https://github.com/davidson-consulting/diff-xjoules,davidson-consulting/diff-xjoules,diff-xjoules is a tool to run in your continuous integration to measure the impact of commits on the energy consumption of the program :seedling:,"continuous-integration,sustainability",2022-07-13T11:54:54Z,2024-04-16T06:41:21Z,1468,1,1,Java,1,7
energy measure is:public archived:false,https://github.com/canmet-energy/necb-2011-ecms,canmet-energy/necb-2011-ecms,Contains models and other data for a FullServiceRestaurant in Ottawa with 6 different Energy Conservation Measures (ECMs) applied. This repository is also used as a database for the Parallel Coordinates project (https://github.com/canmet-energy/parallel-coordinates),,2017-07-21T17:54:06Z,2024-12-11T18:52:41Z,1350222,1,1,HTML,0,0
energy measure is:public archived:false,https://github.com/Saharrp95/Monte-Carlo,Saharrp95/Monte-Carlo,"changing the interaction energies e11, e22, and e12 will affect the calculated chemical potentials, which are plotted as a function of concentration. Specifically, the chemical potential is a measure of the free energy of a species, which depends on the interaction energy between that species and other species in the system.",,2023-07-11T13:57:03Z,2023-12-02T13:02:46Z,2604,1,1,Python,0,0
energy measure is:public archived:false,https://github.com/epu-ntua/RETROFIT-LAT,epu-ntua/RETROFIT-LAT,"A comprehensive dataset of energy performance, retrofitting, and sustainability measures for 1010 residential building projects funded by the Republic of Latvia’s Environmental Investment Fund (LEIF).",,2025-01-07T12:47:33Z,2025-04-21T06:44:16Z,76,1,1,Python,0,0
energy measure is:public archived:false,https://github.com/Aakash456/NYC-green-building-and-energy-efficiency,Aakash456/NYC-green-building-and-energy-efficiency,"The NYC Benchmarking Law requires owners of large buildings to annually measure their energy and water consumption in a process called benchmarking. The law standardizes this process by requiring building owners to enter their annual energy and water use in the U.S. Environmental Protection Agency's (EPA) online tool, ENERGY STAR Portfolio Manager® and use the tool to submit data to the City. This data informs building owners about a building's energy and water consumption compared to similar buildings, and tracks progress year over year to help in energy efficiency planning.  Benchmarking data is also disclosed publicly, analyzed in reports, visualized in the NYC Energy and Water Performance Map, included in energy efficiency policy development efforts such as the Buildings Technical Working Group Final Report, and used to develop free resources such as the NYC Retrofit Accelerator and Community Retrofit NYC to help building owners use less energy and save money.  Local Law 33 of 2018 amended the Administrative Code of the City of New York in relation to energy efficiency scores and grades for buildings required to benchmark their energy and water consumption. Energy efficiency scores and grades for these buildings shall be obtained, assigned and disclosed in accordance with the new section §28-309.12 annually, based on benchmarking reporting consistent with Federal energy efficiency standards.  An energy efficiency score is the Energy Star Rating that a building earns using the United States Environmental Protection Agency online benchmarking tool, Energy Star Portfolio Manager, to compare building energy performance to similar buildings in similar climates.",,2019-06-07T09:06:56Z,2020-07-30T15:15:00Z,1865,1,1,Jupyter Notebook,1,0
energy measure is:public archived:false,https://github.com/sandervano/GreenCodeSmells,sandervano/GreenCodeSmells,"A framework to measure the impact of changes in code quality, such as code smells, on the energy consumption of a software project, for different computer languages.",,2020-06-15T20:49:11Z,2022-09-07T07:34:30Z,729102,1,1,Python,0,0
energy measure is:public archived:false,https://github.com/RubiaAnjum18/Fog-eHealthSystem,RubiaAnjum18/Fog-eHealthSystem,"An iFogSim simulator is used to model IoT and Fog environments and measure the impact of resource management techniques in terms of latency, network congestion, energy consumption, and cost.",,2022-03-23T18:41:54Z,2022-04-05T14:06:13Z,30432,1,1,Java,0,0
energy measure is:public archived:false,https://github.com/Jjateen/ESP32-NRG-METER,Jjateen/ESP32-NRG-METER,"This IoT-based energy meter uses an ESP32 to measure current and voltage, calculates power and energy consumption, and sends real-time data to a Blynk dashboard. It employs an ACS712 current sensor and a ZMPT101B voltage sensor to monitor AC load details accurately.",,2023-09-25T03:19:31Z,2025-01-10T16:14:46Z,1541,1,1,C++,1,0
energy measure is:public archived:false,https://github.com/milouk/Efficient-Computing-in-a-Safe-Environment,milouk/Efficient-Computing-in-a-Safe-Environment,"Modern computer systems are facing security challenges and thus are forced to employ various encryption, mitigation mechanisms, and other measures that affect significantly their performance. In this study, we aim to identify the energy and run-time performance implications of Meltdown and Spectre mitigation mechanisms.","computer,consumption,energy,energy-consumption,energy-efficiency,fse,meltdown,performance,spectre,src",2019-08-21T08:12:20Z,2019-08-30T20:26:09Z,20448,1,1,C,0,3
energy measure is:public archived:false,https://github.com/melchisedech333/trinity-units,melchisedech333/trinity-units,":gem: General unit converter aimed at the International System of Units, Imperial System and US Costumary Units. It has support for the main quantities, such as energy, velocity, mass, temperature and many others.","convert,convert-units,converter-units,imperial-units,javascript-library,measure,measurement,measurement-units,measurements,measures,quantities,typescript-library,unit-conversion,unit-converter,units,units-converter,units-measures-converter,units-of-measure,units-of-measurement,units-tool",2022-06-10T01:20:36Z,2022-10-14T03:15:51Z,17,1,1,,0,0
energy measure is:public archived:false,https://github.com/solomonitotia/Smart-Electric-meter,solomonitotia/Smart-Electric-meter,"The main object of the project is to develop smart energy meter where it is not only used to measure the consumer’s power consumption in KWH but also enable and support real consumption in ksh and send bill using GSM according to consumer tariff, so meter reader don’t need to visit each customer for the consumed data collection and to distributed the bill slip. In our developed prototype of Smart Energy meter do not have any rotating parts. The energy consumption is calculated using measurement voltage and current with help of potential divider and ACS712, measure voltage and current respectively. Power product of voltage and current, its unit watt or KW and energy is product of power (watt) and time (Hour). ",,2020-03-25T10:04:21Z,2021-01-20T17:50:56Z,7,1,1,C++,1,0
energy measure is:public archived:false,https://github.com/NeemiasBorges/Alpha_ParticleDetector,NeemiasBorges/Alpha_ParticleDetector,"A mobile low-cost spectrometer API for measuring radioactivity and ionizing radiation energy, like alpha particles and electrons, offers an accessible solution for diverse applications. Its compact design ensures real-time data, enabling fieldwork, educational use, and scientific studies, democratizing radiation measurement.","alpha,alpha-particles,api,radiation,radstar,rest-api",2024-07-18T12:43:02Z,2024-07-26T03:36:06Z,10,1,1,,0,0
energy measure is:public archived:false,https://github.com/SaveChris/EUA_Volatility_DII_p,SaveChris/EUA_Volatility_DII_p,"This repository implements a novel approach for identifying non-linear causal relationships in energy and commodity markets, focusing on the EU Allowances market. It introduces the Differentiable Information Imbalance (DII) metric and Imbalance Gain (IG) measure to capture complex causal dependencies beyond traditional linear models.",,2024-12-24T16:25:50Z,2024-12-30T17:35:53Z,5063,1,1,Jupyter Notebook,0,0
energy measure is:public archived:false,https://github.com/ruparna-chakraborty/power_manager_telemetry_,ruparna-chakraborty/power_manager_telemetry_,"The Power Manager Telemetry project, developed under Intel's Unnati program, focuses on monitoring and analyzing system power consumption. It collects telemetry data during stress tests to measure the power utilization of the CPU, memory, NIC, and TDP, providing valuable insights for optimizing energy efficiency.",,2024-07-12T13:20:22Z,2024-11-14T19:32:11Z,117646,1,1,Python,0,0
energy measure is:public archived:false,https://github.com/jcuroboclub/White-Roofs,jcuroboclub/White-Roofs,"Townsville City Council's White Roofs project sees the promotion of painted white roofs in North Queensland as practical energy reduction measure. This project demonstrates a proof-of-concept test setup, wherein the temperature of a number of identical miniature houses with different coloured roofs are monitored.",,2015-04-26T21:00:12Z,2015-04-30T11:34:30Z,5389,1,1,CoffeeScript,1,2
energy measure is:public archived:false,https://github.com/AbdullahRFA/Power_Management_IOT_Project,AbdullahRFA/Power_Management_IOT_Project,"Create a Smart Energy Monitoring System that uses CT and PT to measure voltage and current, calculate the power consumption of electrical devices, and estimate the cost based on usage. This system will provide real-time data through a web interface accessible via a smartphone or computer.","ct,current-sensor,esp-project-package,esp32,oled-display,power-management,pt,relay-modules,voltage-sensor",2025-01-07T16:53:03Z,2025-04-23T06:12:42Z,22100,1,1,HTML,0,0
energy measure is:public archived:false,https://github.com/Alchemy-Coin/NeuronNegentropy,Alchemy-Coin/NeuronNegentropy,"Neural Negentropy - or the Metrology of Trauma! We are always creating Connections, when we're awake, and the most when we sleep. How do you measure which connections are the most important to Preserve in any social interaction? It's simple: Record the amount of energy it took to make that connection emerge. If we accept that neural connections created through an event is a Symbolic Representation of the event itself - Then we can measure the relative ""Importance"" or Weight of that connection, by the amount of Energy it took to Create it:  Process( senses, iterations ) -> NetworkDelta == E1: a Symbol for the Energy recorded in that one specific manifested instance of a connection.  Neurons are in fact Symbols for energy that was expended throughout a period of Time - T1, and preserve this 'LifePath' Information in that Symbolic neural Structure. There is no way to ""replay"" the past from the information within that neuron (unless it's a Memory cell) but we can definitely say that energy the Organism need to expend to create it, is a measure of that Neural structure's value. The opportunity cost of that neuron being gone is exactly equal to this Energy.  the Future growth of the entire Organism.  Future Choices are determined by the Past Experiences of the organism, and the ""Total of Energy consumed, in creating it's neural net - is the Sum of it's Life experience"". Therefore Destroying these key neurons is a very Traumatic and Long Lasting event. The degree to which a A.I. can comprehend this fact: Energy = Mass, is what truly distinguishes a Negentropic & Good A.I. from a Immoral & Evil one.",,2021-05-17T23:12:19Z,2025-04-04T03:31:53Z,15,1,1,,0,0
energy measure is:public archived:false,https://github.com/VanLMC/MedidorTarifador,VanLMC/MedidorTarifador,When i finished my Electronic Technician course this is the code i made for my classe's project. It measures current and voltage to find how much a house is spending with energy over time and then applies the calculation to show the bill in BRL. In every different tax range and flag,,2018-05-24T14:45:12Z,2023-03-07T05:29:34Z,20,1,1,C,0,0
energy measure is:public archived:false,https://github.com/Lord3008/Sustainify,Lord3008/Sustainify,Sustainify 🌱🍴🌍 A 🍽️ Gateway between restaurants and food donors to manage surplus food and predict the amount of surplus food. 🌬️ Model to help the city predict AQI values and suggest necessary measures for improving air quality. ⚡ Model to predict future energy usage and assist in resource planning. 🏆 Best MathWorks Award by MLH.,,2024-11-02T16:23:18Z,2025-04-01T19:23:28Z,20085,1,1,Jupyter Notebook,0,0
energy measure is:public archived:false,https://github.com/Lord3008/Sustainability-by-Quantum-bits,Lord3008/Sustainability-by-Quantum-bits,Sustainability Bites 🌱🍴🌍  A 🍽️ Gateway between restaurants and food donors to manage surplus food and predict the amount of surplus food. 🌬️ Model to help the city predict AQI values and suggest necessary measures for improving air quality. ⚡ Model to predict future energy usage and assist  in resource planning. 🏆 Best MathWorks Award by MLH.,,2024-03-03T04:04:11Z,2025-01-09T20:12:54Z,21595,1,1,Jupyter Notebook,0,0
energy measure is:public archived:false,https://github.com/ScottJRoberts/SeamCarving,ScottJRoberts/SeamCarving,"This is a seam carving project in C++ to practice using OpenMP, a parallel library.  Seam carving is the process of removing a row or column of pixels from a picture that changes it the least. Seam carving works by taking a measure of pixel energies, determined by comparing the contrast a pixel has to its neighbors.",,2019-01-31T03:52:24Z,2019-03-28T05:57:45Z,79122,1,1,C++,0,1
energy measure is:public archived:false,https://github.com/sertkayahuseyin/Solar-Panel-Tracking-the-Sun-with-Two-Axis-Motion,sertkayahuseyin/Solar-Panel-Tracking-the-Sun-with-Two-Axis-Motion,"With this project, the maximum efficiency of the panel, whose panel will be positioned perpendicular to the sun, is provided by tracking the sun at all hours of the day with both its own axis and horizontal angle movement.  In this project, we aim to store the energy produced in batteries and to measure the energy produced with the current voltage sensor in real time.  In addition, by writing the information coming from the current voltage sensor to an SD card, it will be possible to access information such as day and hour efficiency.  Our project will work during the day to save energy and will reach the reference position with the sunset and wait for the next working hours to start.",,2021-06-01T17:46:05Z,2021-06-02T23:59:31Z,94395,1,1,C++,0,0
energy measure is:public archived:false,https://github.com/anandraigithub/Artificial-Neural-Network-Assignment,anandraigithub/Artificial-Neural-Network-Assignment,Predicted Burned area of forest fires and Turbine yield energy using ANN  Probem 1 PREDICT THE BURNED AREA OF FOREST FIRES WITH NEURAL NETWORKS  Problem 2 The dataset contains 36733 instances of 11 sensor measures aggregated over one hour (by means of average or sum) from a gas turbine. The Dataset includes gas turbine parameters (such as Turbine Inlet Temperature and Compressor Discharge pressure) in addition to the ambient variables.  Problem statement: predicting turbine energy yield (TEY) using ambient variables as features.  Attribute Information:  The explanations of sensor measurements and their brief statistics are given below.  Variable (Abbr.) Unit Min Max Mean Ambient temperature (AT) C â€“6.23 37.10 17.71 Ambient pressure (AP) mbar 985.85 1036.56 1013.07 Ambient humidity (AH) (%) 24.08 100.20 77.87 Air filter difference pressure (AFDP) mbar 2.09 7.61 3.93 Gas turbine exhaust pressure (GTEP) mbar 17.70 40.72 25.56 Turbine inlet temperature (TIT) C 1000.85 1100.89 1081.43 Turbine after temperature (TAT) C 511.04 550.61 546.16 Compressor discharge pressure (CDP) mbar 9.85 15.16 12.06 Turbine energy yield (TEY) MWH 100.02 179.50 133.51 Carbon monoxide (CO) mg/m3 0.00 44.10 2.37 Nitrogen oxides (NOx) mg/m3 25.90 119.91 65.29,,2022-02-09T10:37:46Z,2023-09-15T15:12:09Z,131,1,1,Jupyter Notebook,0,0
energy measure is:public archived:false,https://github.com/poonamyadav5/NEURAL-NETWORKS_ASSIGNMENTS,poonamyadav5/NEURAL-NETWORKS_ASSIGNMENTS,Artificial-Neural-Network Assignment Predicted Burned area of forest fires and Turbine yield energy using ANN  Probem 1 PREDICT THE BURNED AREA OF FOREST FIRES WITH NEURAL NETWORKS  Problem 2 The dataset contains 36733 instances of 11 sensor measures aggregated over one hour (by means of average or sum) from a gas turbine. The Dataset includes gas turbine parameters (such as Turbine Inlet Temperature and Compressor Discharge pressure) in addition to the ambient variables.  Problem statement: predicting turbine energy yield (TEY) using ambient variables as features.  Attribute Information:  The explanations of sensor measurements and their brief statistics are given below.  Variable (Abbr.) Unit Min Max Mean Ambient temperature (AT) C â€“6.23 37.10 17.71 Ambient pressure (AP) mbar 985.85 1036.56 1013.07 Ambient humidity (AH) (%) 24.08 100.20 77.87 Air filter difference pressure (AFDP) mbar 2.09 7.61 3.93 Gas turbine exhaust pressure (GTEP) mbar 17.70 40.72 25.56 Turbine inlet temperature (TIT) C 1000.85 1100.89 1081.43 Turbine after temperature (TAT) C 511.04 550.61 546.16 Compressor discharge pressure (CDP) mbar 9.85 15.16 12.06 Turbine energy yield (TEY) MWH 100.02 179.50 133.51 Carbon monoxide (CO) mg/m3 0.00 44.10 2.37 Nitrogen oxides (NOx) mg/m3 25.90 119.91 65.29,,2022-01-31T15:16:30Z,2022-06-12T03:07:43Z,571,1,1,Jupyter Notebook,0,0
energy measure is:public archived:false,https://github.com/heliotactic/SolarGenomeProject,heliotactic/SolarGenomeProject,"The Solar Genome Project seeks to grow society’s collective view of “solar” as pattern (the Solar Ecology Framework), extending our mission throughout the many unique places and localized processes where light has affected our supporting biomes and our cultures. The SGP aspires to design intergenerational solutions that will meet our challenges for food, energy, health, and water demands, while embracing diverse solar goods and services in the spaces that enrich our lives, our homes, and our communities. We will pursue and advocate for transformative methods and tools to measure light in society, demonstrating the value of light as a resource for adaptation and mitigation, and in turn advancing society’s story of solar into the future.",,2018-12-01T16:36:32Z,2021-06-05T14:12:49Z,23,1,1,,0,0
energy measure is:public archived:false,https://github.com/Abhik35/Assignments-Neural-Networks-Gas-Turbines,Abhik35/Assignments-Neural-Networks-Gas-Turbines,The dataset contains 36733 instances of 11 sensor measures aggregated over one hour (by means of average or sum) from a gas turbine.  The Dataset includes gas turbine parameters (such as Turbine Inlet Temperature and Compressor Discharge pressure) in addition to the ambient variables.    Problem statement: predicting turbine energy yield (TEY) using ambient variables as features.    Attribute Information:  The explanations of sensor measurements and their brief statistics are given below.  Variable (Abbr.) Unit Min Max Mean Ambient temperature (AT) C â€“6.23 37.10 17.71 Ambient pressure (AP) mbar 985.85 1036.56 1013.07 Ambient humidity (AH) (%) 24.08 100.20 77.87 Air filter difference pressure (AFDP) mbar 2.09 7.61 3.93 Gas turbine exhaust pressure (GTEP) mbar 17.70 40.72 25.56 Turbine inlet temperature (TIT) C 1000.85 1100.89 1081.43 Turbine after temperature (TAT) C 511.04 550.61 546.16 Compressor discharge pressure (CDP) mbar 9.85 15.16 12.06 Turbine energy yield (TEY) MWH 100.02 179.50 133.51 Carbon monoxide (CO) mg/m3 0.00 44.10 2.37 Nitrogen oxides (NOx) mg/m3 25.90 119.91 65.29,"keras-neural-networks,keras-tensorflow,matplotlib-pyplot,numpy,pandas,sklearn",2022-01-29T20:57:31Z,2022-01-29T21:03:01Z,2651,1,1,Jupyter Notebook,0,0
energy measure is:public archived:false,https://github.com/Abimbola-ai/Blood-Spectorscopy,Abimbola-ai/Blood-Spectorscopy,"Blood analysis is traditionally done by taking blood samples from patients and performing various tests on them. Traditional procedures have a number of drawbacks, including painful sticks, lengthy processing times, and limited accessibility. This issue can be addressed by developing non-invasive methods such as the introduction of machine learning models that can classify the level of specific chemical components in blood samples based on their spectroscopic data. We'll use spectral data from a light beam directed at a sample in the Near Infrared (NIR) wavelength ranges (950 nm to 1350 nm). Unlike other wavelengths, NIR has the maximum penetration power and may penetrate deep into attenuated tissues. As a result, we can measure the quantity of energy absorbed for each wavelength using a beam of light with a range of wavelengths. The project is geared to generate a new level of health awareness in individuals with this type of analysis by making blood tests a commodity and a procedure that can be done without effort multiple times a day, similar to how we measure our weight. We may also include the model into new gadgets like wearables that allow patients to complete their blood tests in less than a minute at home and communicate the results to their doctor.",,2022-01-05T16:45:53Z,2024-03-09T11:57:37Z,45167,1,1,Jupyter Notebook,0,0
energy measure is:public archived:false,https://github.com/Rohianon/Prohack-Challenge,Rohianon/Prohack-Challenge,"“Beeep…Beeeep….Beeeep… Hooomans*, are you there?...”  This very strange transmission is coming from your narrowband radio signal receiver, pointed towards one of the farthest away galaxies. It’s early morning, you are sitting in your radio observatory high in the mountains.  For the last 10 years you’ve been a Chief Data Scientist in one of the best astrophysics research teams in the world. You are enjoying a quiet time with a cup of coffee and reviewing the data reports from last night, when this strange sound arrived. You almost spill your coffee in surprise. “Am I dreaming?” is your first thought as you move closer towards the speaker and listen…  “Beep…Beeeep….Beeeep… To all Hooomans who can hear us – we need your help”  You lean closer and grab a notebook and a pencil – you don’t really trust computers when it comes to such important tasks as taking notes from a radio transmission. You start recording everything that the strange voice from light years away is saying.  “… We need serious Data Science help and we know you Hooomans are the best at it…. We are an intergalactic species which have almost achieved singularity and the highest possible levels of development. We travel fast through space and explore other galaxies”  “The only essence that we consume is energy, measured in DSML units…Our populace is widespread and we live across many different star clusters and galaxies. What we need now is to optimize our well-being across all those galaxies… We have a lot of data but our сomputers and methods are too weak – we urgently need your data science knowledge to help us”  “Only two steps prevent us from achieving singularity  · To understand what makes us better off.  Our elders used the composite index to measure our well-being performance, but this knowledge has disappeared in the sands of time.  Use our data and train your model to predict this index with the highest possible level of certainty.  · To achieve the highest possible level of well-being through optimized allocation of additional energy  We have discovered the star of an unusually high energy of 50000 zillion DSML.  We have agreed between ourselves that   · no one galaxy will consume more than 100 zillion DSML   and   · at least 10% of the total energy will be consumed by galaxies in need with existence expectancy index below 0,7.  Think of our galaxies as your “countries” (or how you call them??) and our population as citizens. We have similar healthcare and wellbeing characteristic as you, Hooomans”  “We are sending all the data to you right now. Let the data be with you, Hoomans… … …”  Transmission suddenly ends. You put your notebook and pencil away and start thinking. You really want to help this species optimize their well-being. You open up Python and upload the dataset from the narrowband radio signal receiver. It will be another great day at the observatory today.  ————  * probably intergalactic species meant to say “humans” here but we will never know for sure  Description Data Recieved The solutions are evaluated on two criteria: predicted future Index values and allocated energy from a newly discovered star  1) Index predictions are evaluated using RMSE metric  2) Energy allocation is also evaluated using RMSE metric and has a set of known factors that need to be taken into account.  Every galaxy has a certain limited potential for improvement in the index described by the following function:  Potential for increase in the Index = -np.log(Index+0.01)+3  Likely index increase dependent on potential for improvement and on extra energy availability is described by the following function:  Likely increase in the Index = extra energy * Potential for increase in the Index **2 / 1000  There are also several constraints:  in total there are 50000 zillion DSML available for allocation and no galaxy at a point in time should be allocated more than 100 zillion DSML or less than 0 zillion DSML. Galaxies with low existence expectancy index below 0.7 should be allocated at least 10% of the total energy available in the foreseeable future  3) Leaderboard is based on a combined scaled metric:  80% prediction task RMSE + 20% optimization task RMSE * lambda where lambda is a normalizing factor  4) Leaderboard is 80% public and 20% private  5) The submission should be in the following format:  Variable Index pred opt_pred Description Unique index from the test dataset in the ascending order Prediction for the index on interest Optimal energy allocation",,2020-06-01T07:38:58Z,2024-10-30T07:01:28Z,1617,1,1,Jupyter Notebook,0,1
